pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_dr3_id,ra,dec,sy_dist,sy_snum,sy_pnum,cb_flag,st_teff,st_mass,st_rad,st_lum,pl_rade,pl_bmasse,pl_bmassprov,pl_dens,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,discoverymethod,disc_year,disc_facility,pl_controv_flag
"BD-10 3166 b","BD-10 3166","b",,,"TIC 148563075","Gaia DR3 3758629479636689536",164.6191243,-10.7704227,84.40690000,1,1,0,5393.00,1.470000,0.910000,-0.19120,14.10000000,187.51970000,"Msini",0.368000,1240.38,402.4216,3.48777000000,0.0400000000,0.020000,,"Radial Velocity",2000,"W. M. Keck Observatory",0
"BD-11 4672 b","BD-11 4672","b",,"HIP 90979","TIC 217831699","Gaia DR3 4154598526336121600",278.3688659,-11.6370481,27.16650000,1,2,0,4550.00,0.651000,0.639000,-0.80410,14.10000000,206.58950000,"Msini",0.405000,114.17,0.0282,1634.00000000000,2.3600000000,0.050000,,"Radial Velocity",2014,"La Silla Observatory",0
"BD-11 4672 c","BD-11 4672","c",,"HIP 90979","TIC 217831699","Gaia DR3 4154598526336121600",278.3688659,-11.6370481,27.16650000,1,2,0,4550.00,0.651000,0.639000,-0.80410,4.04000000,15.37000000,"Msini",1.280000,320.21,1.7444,74.20000000000,0.3000000000,0.400000,,"Radial Velocity",2020,"Roque de los Muchachos Observatory",0
"BD-13 2130 b","BD-13 2130","b",,,"TIC 288474555","Gaia DR3 3030262468592291072",114.2884692,-13.9066703,925.21400000,1,1,0,4545.00,2.120000,19.170000,2.04268,12.50000000,3108.37740000,"Msini",8.750000,744.77,40.0372,714.29999000000,1.6600000000,0.210000,,"Radial Velocity",2007,"La Silla Observatory",0
"BD-14 3065 b","BD-14 3065 A","b",,,"TIC 293607057","Gaia DR3 3751877374435102720",153.6696689,-15.6428372,589.42300000,3,1,0,6935.00,1.410000,2.350000,1.06000,21.59000000,3932.00000000,"Mass",2.150000,2001.00,646.7610,4.28897310000,0.0656000000,0.066000,80.78000,"Transit",2024,"Transiting Exoplanet Survey Satellite (TESS)",0
"BD-17 63 b","BD-17 63","b",,"HIP 2247","TIC 75377076","Gaia DR3 2367734656180397952",7.1413494,-16.2273254,34.46030000,1,1,0,4714.00,0.741000,0.740000,-0.67800,12.80000000,1639.99458012,"Mass",4.300000,168.92,0.1169,655.57000000000,1.3400000000,0.543900,80.00000,"Radial Velocity",2008,"La Silla Observatory",0
"BD-210397 b","BD-210397","b",,"HIP 10337","TIC 268804174","Gaia DR3 5124636303346779008",33.3024198,-21.1962147,23.73240000,1,2,0,4051.00,0.679000,0.747000,-0.86967,14.00000000,214.00000000,"Msini",0.429000,104.11,0.0200,1891.00000000000,2.6300000000,0.100000,,"Radial Velocity",2023,"La Silla Observatory",0
"BD-210397 c","BD-210397","c",,"HIP 10337","TIC 268804174","Gaia DR3 5124636303346779008",33.3024198,-21.1962147,23.73240000,1,2,0,4051.00,0.690000,0.747000,-0.86967,12.90000000,1525.57635360,"Mass",3.910000,69.51,0.0039,6240.00000000000,5.9000000000,0.430000,33.00000,"Radial Velocity",2023,"La Silla Observatory",0
"BEBOP-3 b","BEBOP-3","b",,,"TIC 289949453","Gaia DR3 1141769093744241536",110.9026550,79.1323952,119.05200000,2,1,1,6033.00,1.083000,1.414000,0.38321,14.20000000,177.34825111,"Msini",0.340000,287.88,1.1590,547.00000000000,1.4440000000,0.247000,,"Radial Velocity",2025,"Haute-Provence Observatory",0
"BEBOP-4 AB b","BEBOP-4 A","b","HD 111605",,"TIC 356710041","Gaia DR3 3961485079994112896",192.5772651,26.1595358,234.29400000,2,1,1,5701.43,1.507000,2.756450,0.85933,,8358.88710410,"Mass",,239.44,0.5477,1823.50000000000,3.6340000000,0.428000,,"Radial Velocity",2025,"Haute-Provence Observatory",0
"Barnard b","Barnard's star","b",,"HIP 87937","TIC 325554331","Gaia DR3 4472832130942575872",269.4486144,4.7379808,1.82655000,1,4,0,3195.00,0.162000,0.185000,-2.44977,0.72000000,0.29900000,"Msini",4.400000,438.00,6.7600,3.15420000000,0.0229000000,0.030000,,"Radial Velocity",2024,"Paranal Observatory",0
"Barnard c","Barnard's star","c",,"HIP 87937","TIC 325554331","Gaia DR3 4472832130942575872",269.4486144,4.7379808,1.82655000,1,4,0,3195.00,0.162000,0.185000,-2.44977,0.74300000,0.33500000,"Msini",4.490000,400.00,4.7285,4.12440000000,0.0274000000,0.080000,,"Radial Velocity",2025,"Gemini Observatory",0
"Barnard d","Barnard's star","d",,"HIP 87937","TIC 325554331","Gaia DR3 4472832130942575872",269.4486144,4.7379808,1.82655000,1,4,0,3195.00,0.162000,0.185000,-2.44977,0.69400000,0.26300000,"Msini",4.320000,483.00,10.0441,2.34020000000,0.0188000000,0.040000,,"Radial Velocity",2025,"Gemini Observatory",0
"Barnard e","Barnard's star","e",,"HIP 87937","TIC 325554331","Gaia DR3 4472832130942575872",269.4486144,4.7379808,1.82655000,1,4,0,3195.00,0.162000,0.185000,-2.44977,0.63700000,0.19300000,"Msini",4.100000,340.00,2.4456,6.73920000000,0.0381000000,0.040000,,"Radial Velocity",2025,"Gemini Observatory",0
"CD Cet b","CD Cet","b",,,"TIC 328465904","Gaia DR3 3179036008830848",48.3530155,4.7751881,8.60715000,1,1,0,3130.00,0.161000,0.175000,-2.53254,1.82000000,3.95000000,"Msini",3.600000,464.00,8.6000,2.29070000000,0.0185000000,,87.48000,"Radial Velocity",2020,"Calar Alto Observatory",0
"CD-35 2722 b","CD-35 2722","b",,,"TIC 201426753","Gaia DR3 2885863400349980288",92.3300147,-35.8255375,22.38960000,1,1,0,3689.00,0.400000,0.558549,-1.26481,17.37392009,9375.93800650,"Mass",9.820000,1800.00,0.0000,,67.0000000000,,,"Imaging",2011,"Gemini Observatory",0
"CFBDSIR J145829+101343 b","CFBDSIR J145829+101343","b",,,,,224.6208333,10.2286111,23.10000000,1,1,0,580.50,0.021000,,,12.40000000,3337.10000000,"Mass",9.620000,370.00,,10037.50000000000,2.6000000000,,,"Imaging",2011,"W. M. Keck Observatory",0
"CFHTWIR-Oph 98 b","CFHTWIR-Oph 98 A","b",,,"TIC 175744063",,246.9342770,-23.9811500,,1,1,0,2320.00,0.014700,0.245000,-2.85000,20.84870410,2479.06157460,"Mass",1.500000,1800.00,0.0000,8040000.00000000000,200.0000000000,,,"Imaging",2020,"Hubble Space Telescope",0
"CHXR 73 b","CHXR 73","b",,,"TIC 454291479","Gaia DR3 5201175987817179136",166.6193985,-77.6258725,190.37400000,1,1,0,3099.00,0.350000,,,12.30000000,3994.48600000,"Mass",11.800000,,,,210.0000000000,,,"Imaging",2006,"Hubble Space Telescope",0
"CI Tau c","CI Tau","c",,,"TIC 61230756","Gaia DR3 145203159127518336",68.4667685,22.8416192,157.99800000,1,1,0,3807.00,0.900000,1.880857,-0.25458,13.00000000,1144.18226520,"Msini",2.860000,610.62,19.2542,25.20000000000,0.1700000000,0.580000,,"Radial Velocity",2024,"Multiple Observatories",0
"COCONUTS-2 b","COCONUTS-2 A","b",,,"TIC 272232401","Gaia DR3 5213167330349528064",117.3009140,-76.7026960,10.88640000,1,1,0,3552.00,0.400000,0.366000,-1.71900,12.57647635,2383.71305250,"Mass",6.580000,493.00,0.0000,402000000.00000000000,7506.0000000000,,,"Imaging",2021,"NASA Infrared Telescope Facility (IRTF)",0
"CT Cha b","CT Cha","b",,,"TIC 454259409","Gaia DR3 5201360671411974912",166.0375038,-76.4553693,190.72000000,1,1,0,4403.00,,1.679694,-0.10177,24.66000000,5403.00000000,"Mass",1.980000,2600.00,0.0000,,440.0000000000,,,"Imaging",2007,"Paranal Observatory",0
"CWISEP J193518.59-154620.3 b","CWISEP J193518.59-154620.3","b",,,,,293.8262172,-15.7725727,14.43000000,1,1,0,,0.024000,,,12.20000000,4926.34030850,"Mass",14.900000,390.00,,,2.4800000000,,,"Imaging",2025,"James Webb Space Telescope (JWST)",0
"CoRoT-1 b","CoRoT-1","b",,,"TIC 36352297","Gaia DR3 3105507886130792448",102.0798591,-3.1021394,787.90900000,1,1,0,5950.00,0.950000,1.110000,0.29793,16.70000000,327.35000000,"Mass",0.380000,1898.00,2852.6300,1.50895570000,0.0275200000,0.000000,85.10000,"Transit",2008,"CoRoT",0
"CoRoT-10 b","CoRoT-10","b",,,"TIC 405010127","Gaia DR3 4263752921128319616",291.0636813,0.7460143,338.38600000,1,1,0,5075.00,0.890000,0.790000,-0.72608,10.87000000,874.00000000,"Mass",3.700000,600.00,16.1089,13.24060000000,0.1055000000,0.530000,88.55000,"Transit",2010,"CoRoT",0
"CoRoT-11 b","CoRoT-11","b",,,"TIC 110178537","Gaia DR3 4285511294172309504",280.6872998,5.9376586,655.03700000,1,1,0,6440.00,1.270000,1.370000,0.37753,16.03000000,740.51000000,"Mass",0.990000,1657.00,1890.6490,2.99433000000,0.0436000000,0.000000,83.17000,"Transit",2010,"CoRoT",0
"CoRoT-12 b","CoRoT-12","b",,,"TIC 280210963","Gaia DR3 3107255598526406912",100.7656871,-1.2964437,1126.37000000,1,1,0,5675.00,1.078000,1.116000,0.07000,16.14000000,291.43800000,"Mass",0.411000,1442.00,661.1334,2.82804200000,0.0401600000,0.070000,85.48000,"Transit",2010,"CoRoT",0
"CoRoT-13 b","CoRoT-13","b",,,"TIC 281909674","Gaia DR3 3101974231859723776",102.7211432,-5.0864557,1148.93000000,1,1,0,5945.00,1.090000,1.010000,0.07314,9.92000000,415.70400000,"Mass",2.340000,1700.00,546.5339,4.03519000000,0.0510000000,0.000000,88.02000,"Transit",2010,"CoRoT",0
"CoRoT-14 b","CoRoT-14","b",,,"TIC 282706928","Gaia DR3 3101145195794755072",103.4242023,-5.5360385,1744.60000000,1,1,0,6035.00,1.130000,1.210000,0.11884,12.22000000,2415.40000000,"Mass",7.300000,1952.00,1803.4781,1.51214000000,0.0270000000,0.000000,79.60000,"Transit",2010,"CoRoT",0
"CoRoT-16 b","CoRoT-16","b",,,"TIC 218299481","Gaia DR3 4256135160951556480",278.5246658,-6.0026026,732.40900000,1,1,0,5650.00,1.098000,1.190000,-0.43496,13.11000000,170.03200000,"Mass",0.440000,1195.53,96.1756,5.35227000000,0.0618000000,0.330000,85.01000,"Transit",2011,"CoRoT",0
"CoRoT-17 b","CoRoT-17","b",,,"TIC 218299312","Gaia DR3 4255957040079935488",278.6992360,-6.6122880,1176.12000000,1,1,0,5740.00,1.040000,1.590000,0.13421,11.43000000,772.29000000,"Mass",2.820000,1626.00,640.9232,3.76810000000,0.0461000000,0.000000,88.34000,"Transit",2011,"CoRoT",0
"CoRoT-18 b","CoRoT-18","b",,,"TIC 37168957","Gaia DR3 3120058170178779392",98.1724172,-0.0316045,764.88900000,1,1,0,5440.00,0.950000,1.000000,-0.17000,14.68000000,1102.82000000,"Mass",2.200000,1550.00,823.7009,1.90006930000,0.0295000000,0.080000,86.50000,"Transit",2011,"CoRoT",0
"CoRoT-19 b","CoRoT-19","b",,,"TIC 42821097","Gaia DR3 3120002649138831360",97.0335983,-0.1707293,790.66300000,1,1,0,6090.00,1.210000,1.650000,0.54400,14.46000000,352.78000000,"Mass",0.710000,2000.00,1103.8090,3.89713000000,0.0518000000,0.047000,88.00000,"Transit",2011,"CoRoT",0
"CoRoT-2 b","CoRoT-2","b",,,"TIC 391958006","Gaia DR3 4287820848378092672",291.7770457,1.3836634,213.28300000,2,1,0,5625.00,0.960000,0.906000,-0.13055,16.43200000,1102.82000000,"Mass",1.470000,1521.00,932.9076,1.74299350000,0.0279800000,0.014300,88.08000,"Transit",2008,"CoRoT",0
"CoRoT-20 b","CoRoT-20","b",,,"TIC 234825296","Gaia DR3 3120122805143587328",97.7204249,0.2268931,844.06100000,1,2,0,5880.00,1.140000,1.020000,0.17000,9.41556000,1366.66900000,"Mass",8.870000,1024.00,180.8704,9.24285000000,0.0900000000,0.590000,88.21000,"Transit",2011,"CoRoT",0
"CoRoT-20 c","CoRoT-20","c",,,"TIC 234825296","Gaia DR3 3120122805143587328",97.7204249,0.2268931,844.06100000,1,2,0,5880.00,1.140000,1.020000,0.17000,12.20000000,5403.11000000,"Msini",16.400000,168.16,0.1759,1675.00000000000,2.9000000000,0.600000,,"Radial Velocity",2018,"Multiple Observatories",0
"CoRoT-21 b","CoRoT-21","b",,,"TIC 280420719","Gaia DR3 3107471240236703104",101.0526207,-0.2991544,1398.83419686,1,1,0,6200.00,1.290000,1.950000,0.70500,14.57170000,718.29580000,"Mass",1.360000,2044.44,2915.5997,2.72474000000,0.0417000000,0.000000,86.80000,"Transit",2012,"CoRoT",0
"CoRoT-22 b","CoRoT-22","b",,,"TIC 323094535","Gaia DR3 4285572454508522496",280.6671392,6.2191669,627.15800000,1,1,0,5939.00,1.099000,1.136000,0.01352,4.88000000,12.20000000,"Mass",0.249000,885.00,121.8837,9.75598000000,0.0920000000,0.077000,89.74900,"Transit",2014,"CoRoT",0
"CoRoT-23 b","CoRoT-23","b",,,"TIC 108155949","Gaia DR3 4283597937777249408",279.7826586,4.3577516,1060.97000000,1,1,0,5900.00,1.140000,1.610000,0.08678,11.77000000,889.90000000,"Mass",3.000000,1660.00,530.0221,3.63130000000,0.0480000000,0.160000,85.70000,"Transit",2011,"CoRoT",0
"CoRoT-24 b","CoRoT-24","b",,,"TIC 36105482","Gaia DR3 3105404467618982272",101.9225430,-3.7192892,591.55500000,1,2,0,4950.00,0.910000,0.860000,-0.60148,3.70000000,5.70000000,"Mass",0.900000,1070.00,79.8260,5.11340000000,0.0560000000,0.000000,86.50000,"Transit",2014,"CoRoT",0
"CoRoT-24 c","CoRoT-24","c",,,"TIC 36105482","Gaia DR3 3105404467618982272",101.9225430,-3.7192892,591.55500000,1,2,0,4950.00,0.910000,0.860000,-0.60148,5.00000000,28.00000000,"Mass",1.300000,850.00,26.0656,11.75900000000,0.0980000000,0.000000,89.00000,"Transit",2014,"CoRoT",0
"CoRoT-25 b","CoRoT-25","b",,,"TIC 130038122","Gaia DR3 4285689616891369600",280.6296561,6.5138223,1103.48000000,1,1,0,6040.00,1.090000,1.190000,0.14101,12.11000000,85.81000000,"Mass",0.150000,1330.00,414.1434,4.86069000000,0.0578000000,0.000000,84.50000,"Transit",2013,"CoRoT",0
"CoRoT-26 b","CoRoT-26","b",,,"TIC 322388624","Gaia DR3 4286437357841760000",279.7504991,6.9697828,1045.18000000,1,1,0,5590.00,1.090000,1.790000,0.45100,14.12000000,165.26000000,"Mass",0.280000,1600.00,1021.0065,4.20474000000,0.0526000000,0.000000,86.80000,"Transit",2013,"CoRoT",0
"CoRoT-27 b","CoRoT-27","b",,,"TIC 416136788","Gaia DR3 4284721191974346752",278.4958319,5.5383811,1010.28000000,1,1,0,5900.00,1.050000,1.080000,-0.16641,11.28700000,3302.11000000,"Mass",12.600000,1500.00,300.8697,3.57532000000,0.0476000000,0.065000,86.70000,"Transit",2014,"CoRoT",0
"CoRoT-28 b","CoRoT-28","b",,,"TIC 106352250","Gaia DR3 4284680029006075648",278.6883216,5.5736911,766.18300000,1,1,0,5150.00,1.010000,1.780000,0.38849,10.70459500,153.82972000,"Mass",0.690000,1349.25,672.7522,5.20851000000,0.0603000000,0.047000,88.10000,"Transit",2015,"CoRoT",0
"CoRoT-29 b","CoRoT-29","b",,,"TIC 370736259","Gaia DR3 4285073581136130560",278.9020691,6.4795703,806.50700000,1,1,0,5260.00,0.970000,0.900000,-0.09414,10.08810000,270.15550000,"Mass",1.450000,1224.75,540.3673,2.85057000000,0.0386000000,0.082000,87.30000,"Transit",2015,"CoRoT",0
"CoRoT-3 b","CoRoT-3","b",,,"TIC 392353449","Gaia DR3 4263427117767106816",292.0552827,0.1218359,768.77100000,1,1,0,6740.00,1.370000,1.560000,0.39086,11.32000000,6883.91000000,"Mass",26.400000,1695.00,735.4472,4.25680000000,0.0578300000,0.000000,85.90000,"Transit",2008,"CoRoT",0
"CoRoT-30 b","CoRoT-30","b",,,"TIC 320636129","Gaia DR3 4477300378701511296",277.6011767,6.8359338,1032.23000000,1,1,0,5650.00,0.980000,0.910000,-0.19653,11.30988100,921.70700000,"Mass",3.450000,894.60,89.2872,9.06005000000,0.0844000000,0.007000,90.00000,"Transit",2020,"CoRoT",0
"CoRoT-31 b","CoRoT-31","b",,,"TIC 250595183","Gaia DR3 3020494716521521152",94.8207350,-4.4222978,2005.76000000,1,1,0,5700.00,1.250000,2.150000,0.39778,16.36514000,266.97720000,"Mass",0.330000,1664.86,727.7611,4.62941000000,0.0586000000,0.020000,83.20000,"Transit",2020,"CoRoT",0
"CoRoT-32 b","CoRoT-32","b",,,"TIC 220323515","Gaia DR3 3326541506073371776",100.1951714,9.2573953,576.68300000,1,1,0,5970.00,1.080000,0.790000,-0.15490,6.38913000,47.67450000,"Mass",1.100000,938.00,132.2600,6.71837000000,0.0710000000,,89.00000,"Transit",2018,"CoRoT",0
"CoRoT-35 b","CoRoT-35","b",,,"TIC 161062394","Gaia DR3 4213081309275729792",289.3143526,-2.7747085,1123.21000000,1,1,0,6390.00,1.010000,1.650000,0.36247,18.83108758,349.61124770,"Mass",0.290000,1747.00,1251.8629,3.22748000000,0.0429000000,0.000000,84.10000,"Transit",2022,"CoRoT",0
"CoRoT-36 b","CoRoT-36","b",,,"TIC 405004589","Gaia DR3 4477340334766250496",277.7510149,7.1833465,925.95800000,1,1,0,6730.00,1.320000,1.520000,0.81257,15.80466279,216.12331676,"Mass",0.250000,1567.00,1491.0287,5.61653100000,0.0660000000,0.000000,85.83000,"Transit",2022,"CoRoT",0
"CoRoT-4 b","CoRoT-4","b",,,"TIC 36440357","Gaia DR3 3113201890547554432",102.1946233,-0.6727861,726.41200000,1,1,0,6190.00,1.160000,1.170000,0.18482,13.34000000,228.83000000,"Mass",0.525000,1074.00,203.9517,9.20205000000,0.0900000000,0.000000,90.00000,"Transit",2008,"CoRoT",0
"CoRoT-5 b","CoRoT-5","b",,,"TIC 234112540","Gaia DR3 3125611120515388800",101.2772396,0.8152163,882.47200000,1,1,0,6100.00,1.000000,1.186000,0.18000,15.55800000,148.42000000,"Mass",0.217000,1438.00,786.2949,4.03789620000,0.0494700000,0.090000,85.83000,"Transit",2009,"CoRoT",0
"CoRoT-6 b","CoRoT-6","b",,,"TIC 130502317","Gaia DR3 4285684673395749120",281.0725563,6.6632062,645.29400000,1,1,0,6090.00,1.050000,1.025000,0.02573,13.06800000,940.74000000,"Mass",2.320000,1017.00,145.1436,8.88659300000,0.0855000000,0.100000,89.07000,"Transit",2009,"CoRoT",0
"CoRoT-7 b","CoRoT-7","b",,,"TIC 280304863","Gaia DR3 3107267177757848576",100.9561682,-1.0630076,159.90600000,1,3,0,5275.00,0.820000,0.830000,-0.28938,1.68135000,4.07660518,"Mass",9.355000,1756.00,1773.7952,0.85359163000,0.0170160000,0.000000,80.10000,"Transit",2009,"CoRoT",0
"CoRoT-7 c","CoRoT-7","c",,,"TIC 280304863","Gaia DR3 3107267177757848576",100.9561682,-1.0630076,159.90600000,1,3,0,5256.00,0.899000,0.864273,-0.28938,2.83000000,8.40000000,"Mass",2.040000,1098.59,242.7184,3.69800000000,0.0460000000,0.000000,80.00000,"Radial Velocity",2009,"CoRoT",0
"CoRoT-7 d","CoRoT-7","d",,,"TIC 280304863","Gaia DR3 3107267177757848576",100.9561682,-1.0630076,159.90600000,1,3,0,5250.00,0.915000,0.838900,-0.28938,4.31000000,17.14200000,"Mass",1.180000,,,8.96600000000,,,,"Radial Velocity",2022,"La Silla Observatory",0
"CoRoT-8 b","CoRoT-8","b",,,"TIC 391880567","Gaia DR3 4287832775526476800",291.5885696,1.4262972,322.03700000,1,1,0,5080.00,0.880000,0.770000,-0.40000,6.39000000,69.92000000,"Mass",1.600000,870.00,100.3041,6.21229000000,0.0630000000,0.000000,88.40000,"Transit",2010,"CoRoT",0
"CoRoT-9 b","CoRoT-9","b",,,"TIC 130162252","Gaia DR3 4285571629874670080",280.7866461,6.2040783,412.98000000,2,1,0,5625.00,0.960000,0.960000,-0.25426,11.94879400,266.97720000,"Mass",0.860000,420.00,3.4440,95.27265600000,0.4021000000,0.133000,89.90000,"Transit",2009,"CoRoT",0
"DE CVn b","DE CVn","b",,,"TIC 446175401","Gaia DR3 1550299304833675392",201.7207198,45.5455449,30.52250000,2,1,1,3579.00,0.510000,0.424754,-1.57398,12.40000000,3823.27330161,"Msin(i)/sin(i)",11.000000,46.91,0.0008,4098.10000000000,5.7500000000,0.000000,86.00000,"Eclipse Timing Variations",2018,"Multiple Facilities",1
"DENIS-P J082303.1-491201 b","DENIS-P J082303.1-491201","b",,,"TIC 388682292","Gaia DR3 5514929155583865216",125.7620668,-49.2003008,20.77000000,1,1,0,,0.075000,,,11.90000000,9057.77000000,"Mass",29.500000,,,246.36000000000,0.3600000000,0.345000,56.60000,"Astrometry",2013,"Paranal Observatory",0
"DH Tau b","DH Tau","b",,,"TIC 268148971","Gaia DR3 151374202498079872",67.4231674,26.5493897,134.84600000,1,1,0,4371.00,0.330000,0.270000,-0.21153,30.26430000,3496.00000000,"Mass",0.693000,2200.00,0.0000,,330.0000000000,,,"Imaging",2004,"Subaru Telescope",0
"DMPP-1 b","DMPP-1","b","HD 38677","HIP 27305","TIC 66560666","Gaia DR3 3011005587574818432",86.7761233,-10.6303217,62.53880000,1,4,0,6196.00,1.210000,1.260000,0.31955,4.26000000,16.80000000,"Msini",1.190000,877.00,103.0711,17.81200000000,0.1423000000,0.200000,,"Radial Velocity",2019,"La Silla Observatory",0
"DMPP-1 c","DMPP-1","c","HD 38677","HIP 27305","TIC 66560666","Gaia DR3 3011005587574818432",86.7761233,-10.6303217,62.53880000,1,4,0,6196.00,1.210000,1.260000,0.31955,3.31000000,10.94000000,"Msini",1.660000,1239.00,220.4556,10.03000000000,0.0973000000,0.220000,,"Radial Velocity",2019,"La Silla Observatory",0
"DMPP-1 d","DMPP-1","d","HD 38677","HIP 27305","TIC 66560666","Gaia DR3 3011005587574818432",86.7761233,-10.6303217,62.53880000,1,4,0,6196.00,1.210000,1.260000,0.31955,2.02000000,4.72000000,"Msini",3.150000,1632.00,1045.9594,3.14170000000,0.0446700000,0.360000,,"Radial Velocity",2019,"La Silla Observatory",0
"DMPP-1 e","DMPP-1","e","HD 38677","HIP 27305","TIC 66560666","Gaia DR3 3011005587574818432",86.7761233,-10.6303217,62.53880000,1,4,0,6196.00,1.210000,1.260000,0.31955,1.86000000,4.13000000,"Msini",3.530000,1314.00,492.4756,5.51600000000,0.0651000000,0.070000,,"Radial Velocity",2019,"La Silla Observatory",0
"DMPP-2 b","DMPP-2","b","HD 11231","HIP 8501","TIC 32432767","Gaia DR3 5017319806652067072",27.4077310,-34.4590985,137.94000000,1,3,0,6500.00,1.410000,1.780000,0.10380,14.20000000,171.48000000,"Msini",0.329000,1000.00,288.2234,5.20300000000,0.0663800000,0.060000,,"Radial Velocity",2019,"Multiple Facilities",0
"DMPP-2 c","DMPP-2","c","HD 11231","HIP 8501","TIC 32432767","Gaia DR3 5017319806652067072",27.4077310,-34.4590985,137.94000000,1,3,0,6500.00,1.410000,1.780000,0.10380,8.26000000,51.79000000,"Msini",0.505000,1910.88,553.7504,3.16800000000,0.0478900000,0.280000,,"Radial Velocity",2026,"Multiple Observatories",0
"DMPP-2 d","DMPP-2","d","HD 11231","HIP 8501","TIC 32432767","Gaia DR3 5017319806652067072",27.4077310,-34.4590985,137.94000000,1,3,0,6500.00,1.410000,1.780000,0.10380,11.60000000,91.79000000,"Msini",0.323000,1105.06,61.9324,16.49100000000,0.1432000000,0.100000,,"Radial Velocity",2026,"Multiple Observatories",0
